id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,training_program,nrega_program
2912030102,29,Chandigarh,15.77%,6400,Uplifted 15.77% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
212106100,21,Rajasthan,15.76%,10500,Uplifted 15.76% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
311040212,3,Assam,15.75%,8500,Uplifted 15.75% in Assam due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
230801112,23,Telangana,15.74%,8500,Uplifted 15.74% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2344070202,23,Telangana,15.73%,8500,Uplifted 15.73% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
11204100,1,Andhra Pradesh,15.72%,10500,Uplifted 15.72% in Andhra Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
60502111,6,Goa,15.71%,5000,Uplifted 15.71% in Goa due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
90405200,9,Himachal Pradesh,15.69%,8500,Uplifted 15.69% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
232301111,23,Telangana,15.68%,8500,Uplifted 15.68% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
320514111,32,Delhi,15.67%,8400,Uplifted 15.67% in Delhi due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2913060201,29,Chandigarh,15.66%,8500,Uplifted 15.66% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
140001100,14,Maharashtra,15.65%,8500,Uplifted 15.65% in Maharashtra due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
100504111,10,Jharkhand,15.65%,10500,Uplifted 15.65% in Jharkhand due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
316070201,3,Assam,15.62%,8400,Uplifted 15.62% in Assam due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
2911040201,29,Chandigarh,15.56%,4900,Uplifted 15.56% in Chandigarh due to Cash Transfer (700) for 7 months.,700,0,0
232006100,23,Telangana,15.56%,6400,Uplifted 15.56% in Telangana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
1901070101,19,Odisha,15.55%,8500,Uplifted 15.55% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
962020101,9,Himachal Pradesh,15.53%,7000,Uplifted 15.53% in Himachal Pradesh due to Cash Transfer (1000) for 7 months.,1000,0,0
271407200,27,West Bengal,15.52%,6400,Uplifted 15.52% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
241908200,24,Tripura,15.47%,10500,Uplifted 15.47% in Tripura due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
211501111,21,Rajasthan,15.47%,10500,Uplifted 15.47% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
824080201,8,Haryana,15.44%,8500,Uplifted 15.44% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
181706100,18,Nagaland,15.43%,10500,Uplifted 15.43% in Nagaland due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
211703100,21,Rajasthan,15.4%,8500,Uplifted 15.4% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
332307100,33,Lakshadweep,15.38%,10500,Uplifted 15.38% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
233701111,23,Telangana,15.33%,10500,Uplifted 15.33% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2911030201,29,Chandigarh,15.33%,8500,Uplifted 15.33% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
20511111,2,Arunachal Pradesh,15.32%,10500,Uplifted 15.32% in Arunachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
242004211,24,Tripura,15.3%,7000,Uplifted 15.3% in Tripura due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
804020111,8,Haryana,15.29%,8500,Uplifted 15.29% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
82007200,8,Haryana,15.29%,6400,Uplifted 15.29% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
10506200,1,Andhra Pradesh,15.28%,10500,Uplifted 15.28% in Andhra Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
618060203,6,Goa,15.27%,5000,Uplifted 15.27% in Goa due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
2924080101,29,Chandigarh,15.25%,8400,Uplifted 15.25% in Chandigarh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
96801211,9,Himachal Pradesh,15.25%,5000,Uplifted 15.25% in Himachal Pradesh due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
80901111,8,Haryana,15.23%,6400,Uplifted 15.23% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
825020112,8,Haryana,15.23%,6400,Uplifted 15.23% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
291202100,29,Chandigarh,15.23%,10500,Uplifted 15.23% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
190601133,19,Odisha,15.22%,8500,Uplifted 15.22% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2308050102,23,Telangana,15.21%,8500,Uplifted 15.21% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1911080201,19,Odisha,15.21%,8500,Uplifted 15.21% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
31111211,3,Assam,15.19%,8500,Uplifted 15.19% in Assam due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
82004111,8,Haryana,15.19%,10500,Uplifted 15.19% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2128010201,21,Rajasthan,15.12%,8500,Uplifted 15.12% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
320906200,32,Delhi,15.11%,10500,Uplifted 15.11% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
320705100,32,Delhi,15.11%,7000,Uplifted 15.11% in Delhi due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
96502200,9,Himachal Pradesh,15.11%,10500,Uplifted 15.11% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2725140101,27,West Bengal,15.11%,10500,Uplifted 15.11% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
3330090101,33,Lakshadweep,15.1%,7000,Uplifted 15.1% in Lakshadweep due to Cash Transfer (1000) for 7 months.,1000,0,0
2316060101,23,Telangana,15.07%,7000,Uplifted 15.07% in Telangana due to Cash Transfer (1000) for 7 months.,1000,0,0
2906010201,29,Chandigarh,15.05%,8500,Uplifted 15.05% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
82403212,8,Haryana,15.05%,10500,Uplifted 15.05% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
305020111,3,Assam,15.02%,8500,Uplifted 15.02% in Assam due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2109010311,21,Rajasthan,14.99%,10500,Uplifted 14.99% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
930010101,9,Himachal Pradesh,14.99%,8500,Uplifted 14.99% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2309040111,23,Telangana,14.97%,8500,Uplifted 14.97% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
200206100,20,Punjab,14.96%,8500,Uplifted 14.96% in Punjab due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210701111,21,Rajasthan,14.96%,10500,Uplifted 14.96% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
807030112,8,Haryana,14.96%,8500,Uplifted 14.96% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
190103111,19,Odisha,14.96%,8500,Uplifted 14.96% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
96504100,9,Himachal Pradesh,14.94%,10500,Uplifted 14.94% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
212402222,21,Rajasthan,14.93%,8500,Uplifted 14.93% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2103020112,21,Rajasthan,14.93%,8500,Uplifted 14.93% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3309030101,33,Lakshadweep,14.92%,8400,Uplifted 14.92% in Lakshadweep due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
94906100,9,Himachal Pradesh,14.92%,10500,Uplifted 14.92% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
200207200,20,Punjab,14.91%,10500,Uplifted 14.91% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
281007100,28,Andaman and Nicobar Islands,14.91%,8500,Uplifted 14.91% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
3305040111,33,Lakshadweep,14.91%,6400,Uplifted 14.91% in Lakshadweep due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2415010111,24,Tripura,14.9%,7000,Uplifted 14.9% in Tripura due to Cash Transfer (1000) for 7 months.,1000,0,0
2725050111,27,West Bengal,14.9%,8500,Uplifted 14.9% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
230205100,23,Telangana,14.9%,8500,Uplifted 14.9% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
90602200,9,Himachal Pradesh,14.9%,10500,Uplifted 14.9% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
311030212,3,Assam,14.89%,9000,Uplifted 14.89% in Assam due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
221002211,22,Tamil Nadu,14.89%,10500,Uplifted 14.89% in Tamil Nadu due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2907020201,29,Chandigarh,14.89%,8400,Uplifted 14.89% in Chandigarh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
832080201,8,Haryana,14.89%,8500,Uplifted 14.89% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
101401111,10,Jharkhand,14.87%,10500,Uplifted 14.87% in Jharkhand due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
180208200,18,Nagaland,14.85%,8500,Uplifted 14.85% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1909070201,19,Odisha,14.84%,8500,Uplifted 14.84% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2210070102,22,Tamil Nadu,14.84%,8400,Uplifted 14.84% in Tamil Nadu due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
191107100,19,Odisha,14.82%,10500,Uplifted 14.82% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
201303200,20,Punjab,14.82%,10500,Uplifted 14.82% in Punjab due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
280402111,28,Andaman and Nicobar Islands,14.82%,8500,Uplifted 14.82% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210702111,21,Rajasthan,14.8%,5000,Uplifted 14.8% in Rajasthan due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
3315040311,33,Lakshadweep,14.79%,8500,Uplifted 14.79% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2912060101,29,Chandigarh,14.78%,6400,Uplifted 14.78% in Chandigarh due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
50906200,5,Chhattisgarh,14.77%,10500,Uplifted 14.77% in Chhattisgarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
90508100,9,Himachal Pradesh,14.77%,10500,Uplifted 14.77% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
302060101,3,Assam,14.77%,8500,Uplifted 14.77% in Assam due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2421030201,24,Tripura,14.77%,8500,Uplifted 14.77% in Tripura due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
92904200,9,Himachal Pradesh,14.77%,8500,Uplifted 14.77% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
80604111,8,Haryana,14.77%,8500,Uplifted 14.77% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
204020111,2,Arunachal Pradesh,14.76%,7000,Uplifted 14.76% in Arunachal Pradesh due to Cash Transfer (1000) for 7 months.,1000,0,0
282007100,28,Andaman and Nicobar Islands,14.75%,8500,Uplifted 14.75% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
82501111,8,Haryana,14.73%,6400,Uplifted 14.73% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
231001111,23,Telangana,14.73%,8500,Uplifted 14.73% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2803080101,28,Andaman and Nicobar Islands,14.73%,8500,Uplifted 14.73% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2312040111,23,Telangana,14.72%,10500,Uplifted 14.72% in Telangana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
101405111,10,Jharkhand,14.7%,8500,Uplifted 14.7% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
617060101,6,Goa,14.7%,8400,Uplifted 14.7% in Goa due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
1602030101,16,Meghalaya,14.7%,8500,Uplifted 14.7% in Meghalaya due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2822060101,28,Andaman and Nicobar Islands,14.69%,10500,Uplifted 14.69% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2927030201,29,Chandigarh,14.68%,4900,Uplifted 14.68% in Chandigarh due to Cash Transfer (700) for 7 months.,700,0,0
95002100,9,Himachal Pradesh,14.68%,10500,Uplifted 14.68% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
11204200,1,Andhra Pradesh,14.68%,7000,Uplifted 14.68% in Andhra Pradesh due to Cash Transfer (500) + Training Program (1) + Nrega Program (1) for 7 months.,500,1,1
2804020111,28,Andaman and Nicobar Islands,14.65%,8500,Uplifted 14.65% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
92407100,9,Himachal Pradesh,14.65%,8500,Uplifted 14.65% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
281003112,28,Andaman and Nicobar Islands,14.65%,10500,Uplifted 14.65% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
81503111,8,Haryana,14.64%,10500,Uplifted 14.64% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2106070201,21,Rajasthan,14.64%,8400,Uplifted 14.64% in Rajasthan due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
81501111,8,Haryana,14.63%,6400,Uplifted 14.63% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2721130101,27,West Bengal,14.62%,7000,Uplifted 14.62% in West Bengal due to Cash Transfer (1000) for 7 months.,1000,0,0
233506100,23,Telangana,14.61%,8500,Uplifted 14.61% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
233701122,23,Telangana,14.61%,8500,Uplifted 14.61% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2732040111,27,West Bengal,14.6%,6400,Uplifted 14.6% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
3309010101,33,Lakshadweep,14.59%,10500,Uplifted 14.59% in Lakshadweep due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
232303231,23,Telangana,14.59%,8500,Uplifted 14.59% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
81501141,8,Haryana,14.58%,10500,Uplifted 14.58% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
290531111,29,Chandigarh,14.57%,10500,Uplifted 14.57% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
311120111,3,Assam,14.52%,10500,Uplifted 14.52% in Assam due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
190101112,19,Odisha,14.51%,8500,Uplifted 14.51% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
94502211,9,Himachal Pradesh,14.51%,10500,Uplifted 14.51% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
505050101,5,Chhattisgarh,14.5%,8500,Uplifted 14.5% in Chhattisgarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
210901111,21,Rajasthan,14.49%,10500,Uplifted 14.49% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
708010201,7,Gujarat,14.49%,10500,Uplifted 14.49% in Gujarat due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
210811111,21,Rajasthan,14.47%,10500,Uplifted 14.47% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
824030212,8,Haryana,14.47%,8500,Uplifted 14.47% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
211803200,21,Rajasthan,14.46%,8500,Uplifted 14.46% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
965080101,9,Himachal Pradesh,14.46%,8500,Uplifted 14.46% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
90102112,9,Himachal Pradesh,14.45%,8500,Uplifted 14.45% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2210050101,22,Tamil Nadu,14.44%,6400,Uplifted 14.44% in Tamil Nadu due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
2017080102,20,Punjab,14.44%,4900,Uplifted 14.44% in Punjab due to Cash Transfer (700) for 7 months.,700,0,0
2308060101,23,Telangana,14.44%,8500,Uplifted 14.44% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
83207200,8,Haryana,14.44%,6400,Uplifted 14.44% in Haryana due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
94903100,9,Himachal Pradesh,14.44%,8500,Uplifted 14.44% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
180606200,18,Nagaland,14.43%,8500,Uplifted 14.43% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
212801100,21,Rajasthan,14.42%,10500,Uplifted 14.42% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
291007200,29,Chandigarh,14.4%,10500,Uplifted 14.4% in Chandigarh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
210201111,21,Rajasthan,14.39%,6400,Uplifted 14.39% in Rajasthan due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
513020111,5,Chhattisgarh,14.39%,8500,Uplifted 14.39% in Chhattisgarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2919350211,29,Chandigarh,14.39%,5000,Uplifted 14.39% in Chandigarh due to Cash Transfer (500) + Nrega Program (1) for 7 months.,500,0,1
923050101,9,Himachal Pradesh,14.39%,8500,Uplifted 14.39% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
95404100,9,Himachal Pradesh,14.38%,10500,Uplifted 14.38% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
191104111,19,Odisha,14.38%,10500,Uplifted 14.38% in Odisha due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
95902100,9,Himachal Pradesh,14.38%,8500,Uplifted 14.38% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
30502111,3,Assam,14.38%,10500,Uplifted 14.38% in Assam due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2107030111,21,Rajasthan,14.34%,10500,Uplifted 14.34% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
190601132,19,Odisha,14.33%,8500,Uplifted 14.33% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2105080202,21,Rajasthan,14.3%,8500,Uplifted 14.3% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
273003113,27,West Bengal,14.3%,8500,Uplifted 14.3% in West Bengal due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2804060101,28,Andaman and Nicobar Islands,14.29%,8500,Uplifted 14.29% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2723070101,27,West Bengal,14.28%,7000,Uplifted 14.28% in West Bengal due to Cash Transfer (1000) for 7 months.,1000,0,0
2907060101,29,Chandigarh,14.28%,8500,Uplifted 14.28% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
965010201,9,Himachal Pradesh,14.26%,10500,Uplifted 14.26% in Himachal Pradesh due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
2207010131,22,Tamil Nadu,14.26%,8400,Uplifted 14.26% in Tamil Nadu due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
290206100,29,Chandigarh,14.25%,7000,Uplifted 14.25% in Chandigarh due to Cash Transfer (1000) for 7 months.,1000,0,0
90507100,9,Himachal Pradesh,14.24%,8500,Uplifted 14.24% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
320904100,32,Delhi,14.24%,10500,Uplifted 14.24% in Delhi due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
3315050201,33,Lakshadweep,14.24%,8500,Uplifted 14.24% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
80611100,8,Haryana,14.23%,9000,Uplifted 14.23% in Haryana due to Cash Transfer (1000) + Training Program (1) for 7 months.,1000,1,0
806110101,8,Haryana,14.23%,8500,Uplifted 14.23% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
331218200,33,Lakshadweep,14.23%,6400,Uplifted 14.23% in Lakshadweep due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
31101111,3,Assam,14.23%,10500,Uplifted 14.23% in Assam due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
813090101,8,Haryana,14.22%,10500,Uplifted 14.22% in Haryana due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
210703111,21,Rajasthan,14.22%,10500,Uplifted 14.22% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
83208200,8,Haryana,14.21%,8500,Uplifted 14.21% in Haryana due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2013090101,20,Punjab,14.2%,6400,Uplifted 14.2% in Punjab due to Cash Transfer (700) + Nrega Program (1) for 7 months.,700,0,1
292104100,29,Chandigarh,14.19%,6900,Uplifted 14.19% in Chandigarh due to Cash Transfer (700) + Training Program (1) for 7 months.,700,1,0
2422050101,24,Tripura,14.18%,4900,Uplifted 14.18% in Tripura due to Cash Transfer (700) for 7 months.,700,0,0
2714060102,27,West Bengal,14.17%,10500,Uplifted 14.17% in West Bengal due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
305050201,3,Assam,14.17%,7000,Uplifted 14.17% in Assam due to Cash Transfer (1000) for 7 months.,1000,0,0
273204111,27,West Bengal,14.17%,8400,Uplifted 14.17% in West Bengal due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 7 months.,700,1,1
331203200,33,Lakshadweep,14.15%,8500,Uplifted 14.15% in Lakshadweep due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2909010103,29,Chandigarh,14.14%,8500,Uplifted 14.14% in Chandigarh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1909210111,19,Odisha,14.14%,8500,Uplifted 14.14% in Odisha due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
1014070101,10,Jharkhand,14.14%,8500,Uplifted 14.14% in Jharkhand due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
220703112,22,Tamil Nadu,14.13%,8500,Uplifted 14.13% in Tamil Nadu due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
2121060101,21,Rajasthan,14.12%,8500,Uplifted 14.12% in Rajasthan due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
20503222,2,Arunachal Pradesh,14.12%,3500,Uplifted 14.12% in Arunachal Pradesh due to Training Program (1) + Nrega Program (1) for 7 months.,0,1,1
30106200,3,Assam,14.11%,10500,Uplifted 14.11% in Assam due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 7 months.,1000,1,1
95102100,9,Himachal Pradesh,14.11%,8500,Uplifted 14.11% in Himachal Pradesh due to Cash Transfer (1000) + Nrega Program (1) for 7 months.,1000,0,1
